DocNo,DDate,CustID,Curncy,Creater,OrdAmt,CreateDate
60581,8/25/15,KT,USD,JUDY,5100,8/25/15
88198A,8/25/15,ARIO,USD,VITA,1000,8/25/15
88290,8/25/15,OJSC,USD,VITA,40500,8/25/15
4120,8/24/15,NOIR,USD,SHERRY,3580,8/24/15
50197,8/24/15,TOPI,USD,ADISON,5505,8/24/15
60580,8/24/15,ACME,USD,JUDY,24480.75,8/24/15
88289,8/24/15,MTLK,USD,VITA,112800,8/24/15
4117,8/21/15,LIBE,USD,SHERRY,62205.12,8/20/15
71235,8/21/15,SBG,USD,ANGELA,105,8/21/15
40820,8/20/15,EXEC,USD,SHERRY,4.1,8/20/15
4118,8/20/15,LIBE,USD,SHERRY,17750,8/20/15
4119,8/20/15,LIBE,USD,SHERRY,5325,8/20/15
60579,8/20/15,VENUS-1,USD,JUDY,3050,8/20/15
71234,8/20/15,Hoe Seng,USD,ANGELA,2695,8/20/15
88288,8/20/15,KONG,USD,VITA,17139,8/20/15
4116,8/19/15,SHAD,USD,SHERRY,10107,8/19/15
88286,8/19/15,EL,USD,VITA,2980,8/19/15
88287,8/19/15,KONG,USD,VITA,945,8/19/15
88285,8/18/15,ups,USD,VITA,6789,8/18/15
4111,8/17/15,__,NTD,SHERRY,8820,8/17/15
4112,8/17/15,IDEAL,USD,SHERRY,29604,8/17/15
4113,8/17/15,IRID,USD,SHERRY,577.6,8/17/15
4114,8/17/15,VICSA,USD,SHERRY,2599.2,8/17/15
60578,8/17/15,KONSTANT,USD,JUDY,13337.2,8/17/15
71232,8/17/15,SAFETYWARE,USD,ANGELA,9206.42,8/17/15
71233,8/17/15,HUY-2,USD,ANGELA,15694.5,8/17/15
88283,8/17/15,MCCRAY,USD,VITA,5508,8/17/15
88284,8/17/15,CELICA,USD,VITA,5471.5,8/17/15
4108,8/14/15,COLV1,USD,VITA,119172.3,8/14/15
50196,8/14/15,TRO,USD,ADISON,3292,8/14/15
88281,8/14/15,PORTWEST,USD,VITA,12978,8/14/15
88282,8/14/15,PORTWEST,USD,VITA,13428,8/14/15
04104A,8/13/15,UVWR,USD,SHERRY,41076,8/13/15
4110,8/13/15,IRID,USD,SHERRY,8980.5,8/13/15
60577,8/13/15,ACTION,USD,JUDY,5850,8/13/15
88279,8/12/15,CLUTE,USD,VITA,18384,8/12/15
88280,8/12/15,antonis,USD,VITA,1144,8/12/15
4109,8/11/15,MAILSHOP,USD,SHERRY,29717.8,8/11/15
50195,8/11/15,ARABIAN,USD,ADISON,45449,8/11/15
60576,8/11/15,Ploberger,USD,JUDY,9804,8/11/15
50194,8/10/15,JI,NTD,ADISON,55112,8/10/15
60574,8/10/15,Sure Safety,USD,JUDY,3600,8/10/15
60575,8/10/15,South,USD,JUDY,1372,8/10/15
70945,8/10/15,GASEQUIP,USD,ANGELA,74817.6,11/26/13
71231,8/10/15,IL SUK,USD,ANGELA,105.6,8/10/15
88277,8/10/15,protex,USD,VITA,11577.6,8/10/15
88278,8/10/15,LLC,USD,VITA,5152,8/10/15
4106,8/6/15,TOPG,USD,SHERRY,2226,8/6/15
4107,8/6/15,SIER,USD,SHERRY,14441,8/6/15
60573,8/6/15,PHU,USD,JUDY,12882,8/6/15
71230,8/6/15,BOURFU,NTD,ANGELA,29547,8/6/15
88276,8/6/15,PELI,USD,VITA,9951,8/6/15
50193,8/5/15,TOPI,USD,ADISON,2992,8/5/15
60572,8/5/15,JYRSA,USD,JUDY,8000,8/5/15
50192,8/4/15,SOUVENIR,USD,ADISON,115429.8,8/4/15
71228,8/4/15,SPEED,USD,ANGELA,7008.5,8/4/15
71229,8/4/15,KAWIN,USD,ANGELA,5647.56,8/4/15
88266,8/4/15,GGSM,USD,VITA,5297.76,7/22/15
4104,8/3/15,UVWR,USD,SHERRY,48516,8/3/15
4105,8/3/15,LIBE,USD,SHERRY,5054.4,8/3/15
60571,8/3/15,VALLIANS-1,USD,JUDY,472.32,8/3/15
88275,8/3/15,DAYTONA,USD,SHERRY,2163.25,8/3/15
HP15080301,8/3/15,HORMAN,NTD,ANGELA,72000,8/3/15
4103,7/31/15,LN,USD,SHERRY,21720,7/31/15
71227,7/31/15,IL SUK,USD,ANGELA,5800,7/31/15
88273,7/31/15,BALZER,USD,VITA,7302.3,7/31/15
88274,7/31/15,BALZER,USD,VITA,21888.9,7/31/15
4102,7/30/15,IRID,USD,SHERRY,1717.5,7/30/15
88269,7/30/15,SCUBA,USD,VITA,3690,7/30/15
88270,7/30/15,OJSC,USD,VITA,17980,7/30/15
88271,7/30/15,MTLK,USD,VITA,113000,7/30/15
88272,7/30/15,MTLK,USD,VITA,15930,7/30/15
60570,7/29/15,Ploberger,USD,JUDY,990,7/29/15
60568,7/28/15,Tools,USD,JUDY,2154,7/28/15
60569,7/28/15,HORIZONE,USD,JUDY,17884,7/28/15
4100,7/27/15,TRIMAX,NTD,SHERRY,620558,7/27/15
4101,7/27/15,OPTICAID,USD,SHERRY,4784.4,7/27/15
50191,7/27/15,SOUVENIR,USD,ADISON,751.2,7/27/15
71225,7/27/15,SCHMERLER,USD,ANGELA,6200,7/27/15
71226,7/27/15,PHILLIPS,USD,ANGELA,1860,7/27/15
88268,7/27/15,UNIQ,USD,VITA,18600,7/27/15
4099,7/24/15,ROC,USD,JUDY,1542,7/24/15
88264,7/23/15,TECHWARE,USD,VITA,9906,7/21/15
88267,7/23/15,STRA,USD,VITA,10167,7/23/15
4098,7/22/15,LIBE,USD,SHERRY,50469.12,7/22/15
71224,7/22/15,PSE,USD,ANGELA,7825,7/22/15
60567,7/21/15,RED ROCK,USD,JUDY,1200,7/21/15
88265,7/21/15,TECHWARE,USD,VITA,28398,7/21/15
4096,7/20/15,UVWR,USD,SHERRY,8880,7/20/15
4097,7/20/15,OTTICA,USD,SHERRY,8699,7/20/15
88263,7/20/15,PORTWEST,USD,VITA,4326,7/20/15
88262,7/17/15,ANDERCO,USD,JUDY,35990,7/17/15
4095,7/16/15,OPTICAID,USD,SHERRY,20587.08,7/16/15
60566,7/16/15,TOYA,USD,JUDY,32714.13,7/16/15
71223,7/16/15,STRATEX,USD,ANGELA,2191.2,7/16/15
88261,7/16/15,TSK,USD,VITA,497,7/16/15
4086,7/14/15,3F,USD,VITA,4390,7/14/15
4094,7/14/15,PRO,USD,SHERRY,2280,7/14/15
71221,7/14/15,PROFIX,USD,ANGELA,24483.36,7/14/15
71222,7/14/15,HUY-2,USD,ANGELA,20871,7/14/15
88225,7/14/15,TOTS,USD,VITA,37921.96,7/14/15
88260,7/14/15,EYEREX,USD,VITA,5826,7/14/15
50189,7/13/15,OPTIQUE D,USD,ADISON,6509,7/13/15
50190,7/13/15,DEDRA,USD,ADISON,14160,7/13/15
60565,7/13/15,SITE,USD,JUDY,7798,7/13/15
88259,7/13/15,TECHWARE,USD,VITA,2370,7/13/15
4091,7/10/15,TOPG,USD,SHERRY,4209,7/10/15
4092,7/10/15,NOIR,USD,SHERRY,3960,7/10/15
4093,7/10/15,DEGI,USD,SHERRY,28359,7/10/15
50188,7/9/15,RAME,USD,ADISON,5525.4,7/9/15
60564,7/9/15,KMT,USD,JUDY,672,7/9/15
71219,7/9/15,SAFETYWARE,USD,ANGELA,100.42,7/9/15
71220,7/9/15,__,NTD,ANGELA,75569.76,7/9/15
HP15070901,7/9/15,HORMAN,NTD,VITA,36000,7/9/15
4090,7/8/15,KROS,USD,SHERRY,9828,7/8/15
4089,7/7/15,IRID,USD,SHERRY,1875,7/7/15
60563,7/7/15,Wyler,USD,JUDY,22415,7/7/15
88256,7/7/15,TRAVERS,USD,VITA,2680.96,7/7/15
88257,7/7/15,KAZ,USD,VITA,2128,7/7/15
88258,7/7/15,D&G,USD,VITA,2980.25,7/7/15
4088,7/6/15,OPTICAID,USD,SHERRY,6872.04,7/6/15
50186,7/6/15,OPTIQUE D,USD,ADISON,1946,7/6/15
50187,7/6/15,MEDA,USD,ADISON,1753,7/6/15
71218,7/6/15,SONEZA,USD,ANGELA,5591,7/6/15
50185,7/3/15,SOUVENIR,USD,ADISON,296209.7,7/3/15
71217,7/3/15,POLYCORE OP,USD,ANGELA,840,7/3/15
88255,7/3/15,STEREO,USD,VITA,9605,7/3/15
4087,7/2/15,PATH,USD,SHERRY,3998.8,7/2/15
50183,7/2/15,SANTANA,USD,ADISON,2432.8,7/2/15
50184,7/2/15,OPTIQUE D,USD,ADISON,3555,7/2/15
71216,7/2/15,CAPRI OPTICS,USD,ANGELA,1972,7/2/15
88254,7/2/15,GROLLS,USD,SHERRY,24505.2,7/2/15
71214,7/1/15,STYLE,USD,ANGELA,3779.2,7/1/15
71215,7/1/15,SCHMERLER,USD,ANGELA,42810,7/1/15
60562,6/30/15,USHAFIRE-1,USD,JUDY,6800,6/30/15
50182,6/29/15,QURTOBA,USD,ANGELA,24710,6/29/15
71213,6/29/15,TESS,USD,ANGELA,66893.1,6/29/15
88251,6/29/15,OJSC,USD,VITA,12330,6/29/15
88252,6/29/15,OJSC,USD,VITA,49180,6/29/15
88253,6/29/15,MTLK,USD,VITA,133750,6/29/15
60561,6/25/15,YATO CHINA,USD,JUDY,2949.15,6/25/15
71212,6/25/15,__,NTD,ANGELA,43470,6/25/15
88250,6/25/15,OTELO,USD,VITA,4387.56,6/25/15
4084,6/24/15,OPTICAID,USD,SHERRY,26396.3,6/24/15
4085,6/24/15,__,NTD,SHERRY,23100,6/24/15
60560,6/24/15,INFRA,USD,JUDY,24702,6/24/15
71210,6/24/15,SPEED,USD,ANGELA,8050,6/24/15
71211,6/24/15,PROT-CAP ,USD,ANGELA,84929.2,6/24/15
4083,6/23/15,SIER,USD,SHERRY,2634,6/23/15
50181,6/23/15,OPTIQUE D,USD,ADISON,4291,6/23/15
4081,6/22/15,PRO,USD,SHERRY,2880,6/22/15
4082,6/22/15,MCCOR,USD,SHERRY,14640,6/22/15
71209,6/22/15,PT,USD,ANGELA,11298,6/22/15
88244,6/22/15,PORTWEST,USD,VITA,4326,6/22/15
88245,6/22/15,PORTWEST,USD,VITA,2163,6/22/15
88246,6/22/15,PORTWEST,USD,VITA,2163,6/22/15
88247,6/22/15,OJSC,USD,VITA,14000,6/22/15
88248,6/22/15,MTLK,USD,VITA,95400,6/22/15
88249,6/22/15,OPTOS,USD,VITA,3870,6/22/15
04058-1,6/18/15,MCCOR,USD,SHERRY,6207.6,6/18/15
04058-2,6/18/15,MCCOR,USD,SHERRY,4916.16,6/18/15
60559,6/18/15,KUO & JOYCE,USD,JUDY,1248,6/18/15
71208,6/18/15,ICON,USD,ANGELA,960,6/18/15
88242,6/18/15,LOGA,USD,VITA,50781.8,6/18/15
88243,6/18/15,CELICA,USD,VITA,5187,6/18/15
4080,6/17/15,PRIM,USD,SHERRY,9288,6/17/15
50180,6/17/15,NIKKI,USD,ADISON,1020,6/17/15
60558,6/17/15,BUL,USD,JUDY,33050.75,6/17/15
71207,6/17/15,SCHMERLER,USD,ANGELA,7718,6/17/15
88240,6/17/15,GGSM,USD,VITA,19851.84,6/17/15
88241,6/17/15,TECHWARE,USD,VITA,60921,6/17/15
60557,6/16/15,JUAN,USD,JUDY,170,6/16/15
71205,6/16/15,JDM,USD,ANGELA,10776,6/16/15
71206,6/16/15,KHALED,USD,ANGELA,2092,6/16/15
4079,6/15/15,MAXC,USD,SHERRY,1640,6/15/15
50179,6/15/15,DEDRA,USD,ADISON,5720,6/15/15
60556,6/15/15,SPECTRONICS,USD,JUDY,2100,6/15/15
88238,6/15/15,SEKYE,USD,VITA,9772.5,6/12/15
88239,6/15/15,CLUTE,USD,VITA,16944,6/15/15
60555,6/12/15,3G EU,USD,JUDY,29718,6/12/15
4077,6/11/15,PASS,USD,SHERRY,2596,6/11/15
4078,6/11/15,VICSA,USD,SHERRY,2599.2,6/11/15
60553,6/11/15,Beaver,USD,JUDY,5040,6/11/15
60554,6/11/15,GRUPO,USD,JUDY,10900,6/11/15
71204,6/11/15,PROFIX,USD,ANGELA,13622.04,6/11/15
88236,6/11/15,BINTEC,USD,VITA,9447,6/11/15
88237,6/11/15,D&G,USD,VITA,2605,6/11/15
71201,6/10/15,IL SUK,USD,ANGELA,6900,6/10/15
71202,6/10/15,CHIN LAI,USD,ANGELA,4735,6/10/15
71203,6/10/15,HONGBAO,USD,ANGELA,4980,6/10/15
88235,6/10/15,BAFFIN,USD,VITA,5368,6/10/15
60516-1,6/9/15,JUAN,USD,JUDY,1340,6/9/15
60552,6/9/15,ERICA OPTICAL,USD,JUDY,2430,6/9/15
71199,6/9/15,HELLY,USD,ANGELA,915,6/9/15
71200,6/9/15,EMIRATES,USD,ANGELA,19000,6/9/15
88234,6/9/15,GLOB,USD,VITA,4104,6/9/15
88232A,6/8/15,ARIO,USD,VITA,1909.8,6/8/15
50178,6/5/15,SOUVENIR,USD,ADISON,299269.5,6/5/15
60551,6/5/15,HORIZONE,USD,JUDY,76.2,6/5/15
71198,6/5/15,IL SUK,USD,ANGELA,7700,6/5/15
88227-1,6/5/15,ups,USD,VITA,498,6/5/15
88233,6/5/15,LOCA,USD,VITA,2358,6/5/15
4076,6/4/15,IOS,USD,SHERRY,3120,6/4/15
50177,6/4/15,CONCEG,USD,ADISON,9918,6/4/15
60550,6/4/15,TOP PORTECTION,USD,JUDY,9740,6/4/15
88232,6/4/15,ARIO,USD,VITA,12230.4,6/4/15
4074,6/3/15,LIBE,USD,SHERRY,1900.8,6/3/15
4075,6/3/15,MCCOR,USD,SHERRY,8114.88,6/3/15
50176,6/3/15,JI,NTD,ADISON,4016,6/3/15
60549,6/3/15,KORUS-1,USD,ANGELA,5019.42,6/3/15
88231,6/3/15,PELI,USD,VITA,22248,6/3/15
4073,6/2/15,VICSA-AR,USD,SHERRY,13844.4,6/2/15
60548,6/2/15,____,USD,JUDY,14164,6/2/15
71197,6/2/15,SCHMERLER,USD,ANGELA,48716,6/2/15
50175,6/1/15,LOOKOPTICS,USD,ADISON,19930,6/1/15
60547,6/1/15,SELECT PPE,USD,JUDY,1153.07,6/1/15
4072,5/29/15,LIBE,USD,SHERRY,54329.28,5/29/15
60546,5/29/15,Estecs,USD,JUDY,6207,5/29/15
60544,5/28/15,ICM,USD,JUDY,6100.5,5/28/15
60543,5/27/15,South,USD,JUDY,40374,5/27/15
71196,5/26/15,__,NTD,ANGELA,99918,5/26/15
4056,5/25/15,GLOBAL,USD,SHERRY,8385,5/25/15
4057,5/25/15,GLOBAL,USD,SHERRY,7764,5/25/15
88228,5/22/15,GROLLS,USD,VITA,2494.8,5/22/15
71195,5/21/15,BND,USD,ANGELA,7972,5/21/15
88229,5/21/15,MTLK,USD,VITA,83950,5/21/15
88226,5/20/15,LOCA,USD,VITA,3343.5,5/20/15
88227,5/20/15,ups,USD,VITA,6144,5/20/15
4071,5/19/15,LIBE,USD,SHERRY,18662.4,5/19/15
4070,5/18/15,WIZA,USD,SHERRY,2854,5/18/15
50173,5/18/15,DEDRA,USD,ADISON,14160,5/18/15
71193,5/18/15,PHILLIPS,USD,ANGELA,1780,5/18/15
71194,5/18/15,GNT,USD,ANGELA,33860,5/18/15
88223,5/18/15,CLUTE,USD,VITA,15888,5/18/15
4066,5/15/15,OPTICAID,USD,SHERRY,10200.56,5/15/15
4067,5/15/15,ESPO,USD,SHERRY,5068.8,5/15/15
4068,5/15/15,UVWR,USD,SHERRY,18420,5/15/15
4069,5/15/15,UVWR,USD,SHERRY,50064,5/15/15
60542,5/14/15,PHU,USD,JUDY,13371,5/14/15
71192,5/14/15,KAWIN,USD,ANGELA,2884,5/14/15
50171,5/13/15,OPTIQUE D,USD,ADISON,1946,5/13/15
50172,5/13/15,OPTOPLAST,USD,ADISON,2836,5/13/15
60540,5/13/15,SELECT PPE,USD,JUDY,54596,5/13/15
60541,5/13/15,Fashion,USD,JUDY,4466,5/13/15
71191,5/13/15,ALCOM,USD,ANGELA,1562,5/13/15
88191B,5/13/15,PORTWEST,USD,VITA,50,5/13/15
88224,5/13/15,D&G,USD,SHERRY,1855,5/13/15
4065,5/12/15,UVWR,USD,SHERRY,2700,5/12/15
50170,5/12/15,SOLID,USD,ADISON,1550,5/12/15
71190,5/12/15,IL SUK,USD,ANGELA,2850,5/12/15
60539,5/11/15,KT,USD,JUDY,10968,5/11/15
71189,5/11/15,SINHAN,USD,ANGELA,12182,5/11/15
88221,5/11/15,KONG,USD,VITA,14100,5/11/15
88222,5/11/15,VAC,USD,VITA,9137.4,5/11/15
50169,5/8/15,SOUVENIR,USD,ADISON,20880,5/8/15
71188,5/8/15,CONG ,USD,ANGELA,18971.76,5/8/15
60538,5/7/15,TKS,USD,JUDY,36180.48,5/7/15
88220,5/7/15,VISION,USD,VITA,1050,5/7/15
4064,5/6/15,VICSA,USD,SHERRY,2599.2,5/6/15
71187,5/6/15,PROFIX,USD,JUDY,9960,5/6/15
88219,5/6/15,KONG,USD,VITA,2640,5/6/15
4063,5/5/15,THUR,USD,SHERRY,3172,5/5/15
50167,5/5/15,OPTIQUE D,USD,ADISON,5850,5/5/15
50168,5/5/15,OCEANGLASSES,USD,ADISON,3276,5/5/15
60537,5/5/15,ACCENT,USD,JUDY,1660,5/5/15
4061,5/4/15,LIBE,USD,SHERRY,56720.16,5/4/15
4062,5/4/15,ANDES,USD,SHERRY,49416,5/4/15
50166,5/4/15,SOUVENIR,USD,ADISON,247723,5/4/15
71184,5/4/15,KAVA,USD,ANGELA,26692.52,5/4/15
71185,5/4/15,CARUSO,USD,ANGELA,2700,5/4/15
71186,5/4/15,ORO,USD,ANGELA,4870,5/4/15
88207,5/4/15,STRA,USD,VITA,23150.6,4/14/15
4060,4/30/15,IRID,USD,SHERRY,937.5,4/30/15
88218,4/30/15,D&G,USD,VITA,2416,4/30/15
04039-4,4/29/15,GLOBAL,USD,JUDY,16593.6,4/29/15
4059,4/29/15,__,NTD,SHERRY,10500,4/29/15
60536,4/29/15,Ploberger,USD,JUDY,11090,4/29/15
71183,4/29/15,CERKALL,USD,ANGELA,4201,4/29/15
88217,4/29/15,WIGG,USD,VITA,551,4/29/15
4058,4/28/15,MCCOR,USD,SHERRY,9773.76,4/28/15
71182,4/28/15,SBG,USD,ANGELA,30030,4/24/15
88215,4/28/15,ANDERCO,USD,VITA,10670,4/28/15
88216,4/28/15,KONG,USD,VITA,2742,4/28/15
88214,4/27/15,KONG,USD,VITA,2094,4/27/15
04039-1,4/24/15,GLOBAL,USD,JUDY,25496.4,4/24/15
04039-2,4/24/15,GLOBAL,USD,JUDY,48433.2,4/24/15
04039-3,4/24/15,GLOBAL,USD,JUDY,14639.4,4/24/15
4055,4/23/15,TOPG,USD,SHERRY,1632,4/23/15
88213,4/23/15,OJSC,USD,VITA,11890,4/23/15
4054,4/22/15,OTTICA,USD,SHERRY,3660,4/22/15
88191A,4/22/15,PORTWEST,USD,VITA,580,3/30/15
88211,4/22/15,BALZER,USD,VITA,5311.8,4/22/15
88212,4/22/15,TECHWARE,USD,VITA,7680,4/22/15
88209,4/21/15,CLUTE,USD,VITA,13668,4/21/15
88210,4/21/15,TECHWARE,USD,VITA,70974,4/21/15
88230,4/21/15,OJSC,USD,VITA,35600,5/21/15
04031A,4/20/15,ROYA,USD,VITA,450,4/20/15
71181,4/20/15,STRATEX,USD,ANGELA,8679.5,4/20/15
PGT1522802,4/20/15,FUCO,USD,ANGELA,884.73,4/20/15
4044,4/17/15,VICSA-CO,USD,SHERRY,34942.5,4/7/15
4052,4/17/15,DEGI,USD,VITA,16302,4/17/15
4053,4/17/15,ROC,USD,VITA,6924,4/17/15
50165,4/17/15,OPTIQUE D,USD,ANGELA,1338,4/17/15
4051,4/16/15,IRID,USD,SHERRY,2055,4/16/15
60535,4/16/15,AUSLINK,USD,JUDY,9432,4/16/15
88208,4/16/15,OZCO,USD,VITA,48600,4/16/15
60534A,4/15/15,Art,NTD,JUDY,1837594,4/15/15
60534B,4/15/15,Art,NTD,JUDY,220290,4/15/15
4050,4/14/15,__,NTD,SHERRY,31710,4/14/15
71179,4/14/15,JDM,USD,ANGELA,4504,4/14/15
71180,4/14/15,__,NTD,ANGELA,248396.4,4/14/15
4034,4/13/15,IRID,USD,SHERRY,4435,3/16/15
71178,4/13/15,GASPART,USD,ANGELA,2963.2,4/13/15
88204,4/13/15,PELI,USD,VITA,24213,4/13/15
88205,4/13/15,BARZ,USD,VITA,3690,4/13/15
88206,4/13/15,KONG,USD,VITA,3387,4/13/15
4048,4/10/15,OTTICA,USD,SHERRY,1324.04,4/10/15
4049,4/10/15,PRO,USD,SHERRY,2275,4/10/15
71176,4/10/15,PHILLIPS,USD,ANGELA,1000.75,4/10/15
71177,4/10/15,PHILLIPS,USD,ANGELA,8956,4/10/15
4045,4/9/15,KLEA,USD,SHERRY,3042.8,4/9/15
4046,4/9/15,KLEA,USD,SHERRY,780.8,4/9/15
4047,4/9/15,IRID,USD,SHERRY,2718,4/9/15
50164,4/9/15,GLOBEX,USD,ADISON,24220,4/9/15
60533,4/9/15,HORIZONE,USD,JUDY,14901,4/9/15
71175,4/9/15,MOOR OPTIK,USD,ANGELA,550,4/9/15
HP15040805,4/8/15,HORMAN,NTD,VITA,5460,4/8/15
4043,4/7/15,OPTICAID,USD,SHERRY,15053.04,4/7/15
50163,4/7/15,SOUVENIR,USD,ADISON,135676.5,4/7/15
71173,4/7/15,IL SUK,USD,ANGELA,5175,4/7/15
71174,4/7/15,PROFIX,USD,ANGELA,21395,4/7/15
88199,4/7/15,MTLK,USD,VITA,108400,4/7/15
88200,4/7/15,OJSC,USD,VITA,34000,4/7/15
88201,4/7/15,KAZ,USD,VITA,586,4/7/15
88202,4/7/15,KONG,USD,VITA,15422.4,4/7/15
88203,4/7/15,GROLLS,USD,VITA,9925.8,4/7/15
88197,4/2/15,LOCA,USD,VITA,430,4/2/15
88198,4/2/15,ARIO,USD,VITA,13085.4,4/2/15
4042,4/1/15,LIBE,USD,SHERRY,36777.6,4/1/15
88196,4/1/15,DECTRA,USD,VITA,2884.4,4/1/15
88196A,4/1/15,DECTRA,USD,VITA,2523.6,4/1/15
4041,3/31/15,GATEOPTICAL,USD,SHERRY,17114,3/31/15
71172,3/31/15,LSH,USD,ANGELA,1280,3/31/15
88195,3/31/15,PELI,USD,JUDY,3750,3/31/15
71171,3/30/15,EMIRATES,USD,ANGELA,19000,3/30/15
88186,3/30/15,MTLK,USD,VITA,4280,3/16/15
88194,3/30/15,CLUTE,USD,VITA,19131,3/30/15
50162,3/27/15,OPTIQUE D,USD,ADISON,3701,3/27/15
60532,3/27/15,Integ,USD,JUDY,115,3/27/15
71170,3/27/15,COYOTE,USD,ANGELA,1698,3/27/15
71169,3/26/15,EFOCUS,USD,ANGELA,3176.25,3/26/15
71168,3/25/15,CONG ,USD,ANGELA,13970.76,3/25/15
88192,3/25/15,SEKYE,USD,VITA,14535,3/25/15
88193,3/25/15,BANGKOK,USD,VITA,5929,3/25/15
4040,3/24/15,WINT,USD,ANGELA,1302,3/24/15
88191,3/24/15,PORTWEST,USD,VITA,2268,3/24/15
50161,3/23/15,TOPI,USD,ADISON,4386,3/23/15
4038,3/20/15,OTTICA,USD,SHERRY,1890,3/20/15
50160,3/20/15,OPTIQUE D,USD,ADISON,1880.6,3/20/15
88170,3/20/15,GGSM,USD,VITA,29023.2,2/13/15
88181A,3/20/15,LOGA,USD,VITA,3330,3/20/15
4037,3/19/15,VICSA-ME,USD,SHERRY,9005.4,3/19/15
88190,3/19/15,magni,USD,VITA,8200,3/19/15
4036,3/18/15,UVWR,USD,SHERRY,2700,3/18/15
71167,3/18/15,COYOTE,USD,ANGELA,2380,3/18/15
88189,3/18/15,KONG,USD,VITA,4002,3/18/15
4035,3/17/15,ARS,USD,SHERRY,3138,3/17/15
71166,3/17/15,SONEZA,USD,ANGELA,8097,3/17/15
88188,3/17/15,D&G,USD,VITA,47,3/17/15
50159,3/16/15,OPTIQUE D,USD,ADISON,2226,3/16/15
71164,3/16/15,PHILLIPS,USD,ANGELA,1765,3/16/15
71165,3/16/15,PHILLIPS,USD,ANGELA,1560,3/16/15
88185,3/16/15,OFAR-1,USD,VITA,9093.6,3/16/15
88187,3/16/15,D&G,USD,VITA,4456,3/16/15
4033,3/13/15,VICSA,USD,SHERRY,9223.2,3/13/15
60531,3/13/15,TKS,USD,JUDY,10704.96,3/13/15
50158,3/12/15,LOOKOPTICS,USD,ADISON,36150,3/12/15
88182,3/12/15,LOCA,USD,VITA,2619,3/12/15
88183,3/12/15,TECHWARE,USD,VITA,40274,3/12/15
88184,3/12/15,TECHWARE,USD,VITA,37308,3/12/15
50156,3/11/15,SANTANA,USD,ADISON,3565,3/11/15
50157,3/11/15,OPTIQUE D,USD,ADISON,2191.2,3/11/15
71163,3/11/15,IL SUK,USD,ANGELA,6420,3/11/15
88123A,3/11/15,LOGA,USD,VITA,14628.72,3/11/15
88181,3/11/15,LOGA,USD,VITA,22587.8,3/11/15
71161,3/10/15,MOLNAR,USD,ANGELA,2500,3/10/15
71162,3/10/15,IMAGEM,USD,ANGELA,3626.4,3/10/15
4032,3/9/15,MAJOR,USD,SHERRY,77436,3/9/15
60528,3/9/15,HUY-2,USD,JUDY,9658,3/9/15
71157,3/9/15,BUNZL,USD,ANGELA,14010,3/9/15
71158,3/9/15,BAN,USD,ANGELA,3321,3/9/15
71159,3/9/15,FROMAN,USD,ANGELA,10164,3/9/15
71160,3/9/15,ITCG,USD,ANGELA,2810.68,3/9/15
88156A,3/9/15,NAGY,USD,VITA,172.5,3/9/15
88179,3/9/15,PELI,USD,VITA,2646,3/9/15
88180,3/9/15,KAZ,USD,VITA,2078,3/9/15
4031,3/6/15,ROYA,USD,SHERRY,1543,3/6/15
60529,3/6/15,JYRSA,USD,JUDY,101534,3/6/15
60530,3/6/15,BOXER,USD,JUDY,1036,3/6/15
88176,3/6/15,KONG,USD,VITA,2245.2,3/6/15
88177,3/6/15,TRAVERS,USD,VITA,672,3/6/15
88178,3/6/15,TRAVERS,USD,VITA,2439.6,3/6/15
4030,3/5/15,LAMP,USD,SHERRY,2502,3/5/15
60527,3/5/15,INNOV,USD,JUDY,504,3/5/15
71156,3/5/15,GASPART,USD,JUDY,5846.4,3/5/15
4028,3/4/15,TRIMAX,NTD,SHERRY,547142,3/4/15
4029,3/4/15,ROYA,USD,SHERRY,13542,3/4/15
88175,3/3/15,KONG,USD,VITA,6966,3/3/15
4027,3/2/15,LIBE,USD,SHERRY,39241.44,3/2/15
50155,3/2/15,SOUVENIR,USD,SHERRY,146237.4,3/2/15
60526,3/2/15,ERICA OPTICAL,USD,JUDY,5075,3/2/15
71153,3/2/15,MB,USD,JUDY,1573,3/2/15
71154,3/2/15,PT,USD,JUDY,12624,3/2/15
71155,3/2/15,__,NTD,JUDY,177660,3/2/15
88173,3/2/15,CLUTE,USD,VITA,26451,3/2/15
88174,3/2/15,KONG,USD,VITA,8991,3/2/15
50154,2/26/15,LOOKOPTICS,USD,SHERRY,4369.4,2/26/15
4026,2/25/15,GATEOPTICAL,USD,SHERRY,1028,2/25/15
71152,2/25/15,SPECIALIST,USD,ANGELA,775,2/25/15
4023,2/24/15,OTTICA,USD,SHERRY,3660,2/24/15
4024,2/24/15,TOPG,USD,SHERRY,2745,2/24/15
4025,2/24/15,URSU,USD,SHERRY,3432,2/24/15
60524,2/24/15,INNOV,USD,JUDY,252,2/24/15
60525,2/24/15,TWENTY,USD,JUDY,4700,2/24/15
88171,2/24/15,PELI,USD,VITA,4638,2/24/15
88172,2/24/15,DECTRA,USD,VITA,4067.28,2/24/15
88172A,2/24/15,DECTRA,USD,VITA,2233.2,2/24/15
4022,2/16/15,KLEA,USD,SHERRY,965,2/16/15
60523,2/16/15,Lau,USD,JUDY,1069,2/16/15
4021,2/13/15,IDEAL,USD,SHERRY,19038,2/13/15
